user_id,timestamp,group,converted
USR_10410,2026-06-01 02:20:18,control,0
USR_06957,2026-06-01 02:20:38,control,0
USR_14158,2026-06-01 02:22:17,treatment,0
USR_08532,2026-06-01 02:22:58,control,0
USR_12215,2026-06-01 02:23:32,control,0
USR_00494,2026-06-01 02:25:35,treatment,1
USR_05775,2026-06-01 02:26:38,treatment,0
USR_17507,2026-06-01 02:27:27,control,0
USR_13964,2026-06-01 02:29:53,treatment,0
USR_01342,2026-06-01 02:30:38,treatment,0
USR_05040,2026-06-01 02:31:43,control,0
USR_16200,2026-06-01 02:32:12,treatment,0
USR_07250,2026-06-01 02:32:16,control,1
USR_14486,2026-06-01 02:32:47,control,0
USR_00068,2026-06-01 02:34:54,treatment,0
USR_18518,2026-06-01 02:35:02,treatment,0
USR_05681,2026-06-01 02:39:49,control,0
USR_16984,2026-06-01 02:40:10,control,0
USR_10687,2026-06-01 02:40:12,control,0
USR_10600,2026-06-01 02:40:14,control,0
USR_12461,2026-06-01 02:41:59,treatment,0
USR_12859,2026-06-01 02:42:37,control,0
USR_01681,2026-06-01 02:43:08,treatment,1
USR_00218,2026-06-01 02:43:20,control,1
USR_07028,2026-06-01 02:44:37,control,0
USR_03339,2026-06-01 02:50:08,control,1
USR_18218,2026-06-01 02:51:32,control,0
USR_08249,2026-06-01 02:53:30,control,0
USR_09585,2026-06-01 02:54:28,control,0
USR_09330,2026-06-01 02:56:13,treatment,0
USR_16917,2026-06-01 03:00:02,treatment,0
USR_12451,2026-06-01 03:00:18,control,0
USR_01389,2026-06-01 03:05:10,treatment,0
USR_08795,2026-06-01 03:05:25,treatment,0
USR_17262,2026-06-01 03:07:04,treatment,1
USR_04718,2026-06-01 03:08:10,control,0
USR_06238,2026-06-01 03:08:17,control,0
USR_05794,2026-06-01 03:08:20,control,0
USR_06279,2026-06-01 03:08:49,control,0
USR_05906,2026-06-01 03:10:16,treatment,0
USR_11968,2026-06-01 03:10:52,control,0
USR_11877,2026-06-01 03:12:35,control,0
USR_00241,2026-06-01 03:12:55,control,0
USR_00774,2026-06-01 03:13:10,control,0
USR_13053,2026-06-01 03:15:42,treatment,0
USR_08736,2026-06-01 03:15:52,control,0
USR_04050,2026-06-01 03:16:50,treatment,0
USR_04108,2026-06-01 03:18:19,control,0
USR_06587,2026-06-01 03:18:53,treatment,0
USR_07960,2026-06-01 03:19:44,treatment,0
USR_00217,2026-06-01 03:22:08,control,0
USR_06778,2026-06-01 03:22:37,control,0
USR_01584,2026-06-01 03:22:47,control,0
USR_08790,2026-06-01 03:23:13,control,0
USR_01429,2026-06-01 03:23:22,treatment,0
USR_12483,2026-06-01 03:25:49,control,0
USR_12924,2026-06-01 03:26:12,control,0
USR_02389,2026-06-01 03:27:34,treatment,0
USR_05579,2026-06-01 03:31:35,treatment,0
USR_12247,2026-06-01 03:31:48,treatment,0
USR_06340,2026-06-01 03:32:36,control,0
USR_03470,2026-06-01 03:36:14,treatment,0
USR_01608,2026-06-01 03:36:54,control,0
USR_08639,2026-06-01 03:37:06,treatment,0
USR_10543,2026-06-01 03:37:44,control,0
USR_19231,2026-06-01 03:38:31,control,0
USR_09499,2026-06-01 03:39:31,treatment,0
USR_01359,2026-06-01 03:40:29,treatment,0
USR_17877,2026-06-01 03:41:41,treatment,0
USR_17324,2026-06-01 03:42:12,control,0
USR_04016,2026-06-01 03:44:20,treatment,0
USR_19628,2026-06-01 03:44:27,treatment,0
USR_08142,2026-06-01 03:46:02,control,0
USR_04409,2026-06-01 03:46:34,treatment,0
USR_05433,2026-06-01 03:46:56,control,0
USR_10287,2026-06-01 03:47:22,treatment,0
USR_13799,2026-06-01 03:48:03,treatment,0
USR_16456,2026-06-01 03:53:33,treatment,0
USR_16128,2026-06-01 03:53:35,treatment,0
USR_12104,2026-06-01 03:54:25,control,0
USR_02097,2026-06-01 03:54:33,control,0
USR_12964,2026-06-01 03:55:04,treatment,0
USR_05435,2026-06-01 03:55:41,control,0
USR_12847,2026-06-01 03:55:56,control,0
USR_00953,2026-06-01 03:56:46,control,0
USR_00101,2026-06-01 03:58:14,treatment,0
USR_13129,2026-06-01 03:58:15,treatment,0
USR_10261,2026-06-01 04:04:16,treatment,0
USR_07462,2026-06-01 04:05:41,control,0
USR_13825,2026-06-01 04:06:42,control,0
USR_17738,2026-06-01 04:07:32,treatment,0
USR_11565,2026-06-01 04:09:23,treatment,0
USR_19160,2026-06-01 04:09:28,treatment,0
USR_07849,2026-06-01 04:09:52,control,0
USR_11724,2026-06-01 04:10:23,treatment,0
USR_06825,2026-06-01 04:11:30,control,0
USR_10796,2026-06-01 04:11:46,treatment,0
USR_10257,2026-06-01 04:11:48,treatment,1
USR_04184,2026-06-01 04:12:16,control,0
USR_06292,2026-06-01 04:12:35,control,0
USR_07713,2026-06-01 04:13:38,treatment,0
USR_02344,2026-06-01 04:13:54,control,0
USR_15654,2026-06-01 04:14:57,control,0
USR_17605,2026-06-01 04:15:50,control,0
USR_18148,2026-06-01 04:16:26,treatment,0
USR_07780,2026-06-01 04:19:34,control,0
USR_06974,2026-06-01 04:21:00,control,0
USR_14466,2026-06-01 04:21:50,treatment,0
USR_00465,2026-06-01 04:21:56,control,0
USR_03901,2026-06-01 04:24:20,control,0
USR_00875,2026-06-01 04:24:36,control,0
USR_11850,2026-06-01 04:25:50,control,0
USR_12805,2026-06-01 04:27:05,treatment,0
USR_15656,2026-06-01 04:27:17,control,0
USR_11138,2026-06-01 04:31:24,treatment,0
USR_17278,2026-06-01 04:32:31,treatment,0
USR_10177,2026-06-01 04:34:08,control,0
USR_03499,2026-06-01 04:34:16,treatment,0
USR_05983,2026-06-01 04:34:38,treatment,0
USR_04786,2026-06-01 04:34:46,control,0
USR_03674,2026-06-01 04:34:46,control,0
USR_12248,2026-06-01 04:35:51,treatment,1
USR_06154,2026-06-01 04:35:51,treatment,1
USR_12049,2026-06-01 04:37:05,treatment,0
USR_14370,2026-06-01 04:37:05,treatment,0
USR_06191,2026-06-01 04:38:34,control,0
USR_15200,2026-06-01 04:39:00,treatment,1
USR_17599,2026-06-01 04:39:51,treatment,0
USR_10906,2026-06-01 04:40:30,control,0
USR_13979,2026-06-01 04:40:34,treatment,0
USR_08190,2026-06-01 04:40:49,treatment,0
USR_01592,2026-06-01 04:42:30,treatment,0
USR_02354,2026-06-01 04:43:31,treatment,0
USR_10351,2026-06-01 04:43:33,treatment,0
USR_15045,2026-06-01 04:45:04,control,0
USR_10889,2026-06-01 04:46:32,control,0
USR_07254,2026-06-01 04:46:58,control,0
USR_05179,2026-06-01 04:49:01,treatment,0
USR_04677,2026-06-01 04:49:14,treatment,0
USR_15133,2026-06-01 04:50:58,control,0
USR_03059,2026-06-01 04:51:01,control,0
USR_16596,2026-06-01 04:53:17,control,0
USR_00781,2026-06-01 04:54:10,control,0
USR_18051,2026-06-01 04:54:28,control,0
USR_19687,2026-06-01 04:56:03,treatment,0
USR_05595,2026-06-01 04:58:41,control,0
USR_02898,2026-06-01 04:59:03,treatment,0
USR_06850,2026-06-01 04:59:15,control,0
USR_13601,2026-06-01 05:02:47,control,0
USR_07130,2026-06-01 05:04:36,treatment,0
USR_16924,2026-06-01 05:04:49,treatment,0
USR_04264,2026-06-01 05:05:30,treatment,0
USR_16363,2026-06-01 05:05:50,control,0
USR_07398,2026-06-01 05:07:56,treatment,0
USR_04834,2026-06-01 05:08:04,control,0
USR_01997,2026-06-01 05:09:17,control,0
USR_08807,2026-06-01 05:09:21,treatment,0
USR_04590,2026-06-01 05:09:40,control,0
USR_11399,2026-06-01 05:11:19,control,0
USR_01530,2026-06-01 05:11:31,control,0
USR_01196,2026-06-01 05:11:43,treatment,0
USR_09290,2026-06-01 05:11:43,control,0
USR_04794,2026-06-01 05:12:17,treatment,0
USR_03215,2026-06-01 05:12:47,control,0
USR_08321,2026-06-01 05:12:54,treatment,0
USR_18953,2026-06-01 05:13:16,control,0
USR_09080,2026-06-01 05:14:22,control,0
USR_03755,2026-06-01 05:14:43,control,0
USR_15972,2026-06-01 05:14:54,control,0
USR_15717,2026-06-01 05:15:09,treatment,0
USR_17854,2026-06-01 05:15:21,control,0
USR_12155,2026-06-01 05:17:41,control,0
USR_01762,2026-06-01 05:17:47,control,1
USR_03824,2026-06-01 05:17:55,control,0
USR_07857,2026-06-01 05:18:46,treatment,0
USR_19729,2026-06-01 05:20:51,treatment,0
USR_17743,2026-06-01 05:21:07,treatment,0
USR_14378,2026-06-01 05:25:07,control,0
USR_01942,2026-06-01 05:25:33,control,0
USR_16428,2026-06-01 05:25:56,treatment,0
USR_10544,2026-06-01 05:26:52,treatment,0
USR_12822,2026-06-01 05:27:02,treatment,0
USR_18559,2026-06-01 05:27:31,treatment,0
USR_02185,2026-06-01 05:29:20,treatment,0
USR_18672,2026-06-01 05:29:48,control,0
USR_16310,2026-06-01 05:31:16,treatment,0
USR_14109,2026-06-01 05:32:19,treatment,0
USR_09045,2026-06-01 05:34:31,control,0
USR_16462,2026-06-01 05:35:41,control,0
USR_11799,2026-06-01 05:35:48,treatment,0
USR_06519,2026-06-01 05:37:55,treatment,0
USR_15118,2026-06-01 05:38:20,treatment,0
USR_11160,2026-06-01 05:39:42,treatment,0
USR_03389,2026-06-01 05:40:28,control,0
USR_12331,2026-06-01 05:40:59,control,0
USR_04076,2026-06-01 05:42:28,treatment,0
USR_00109,2026-06-01 05:43:12,control,0
USR_11722,2026-06-01 05:45:01,treatment,0
USR_18556,2026-06-01 05:45:05,treatment,1
USR_14839,2026-06-01 05:47:47,control,0
USR_01390,2026-06-01 05:48:32,control,0
USR_06077,2026-06-01 05:49:14,control,1
USR_05591,2026-06-01 05:49:14,control,0
USR_00195,2026-06-01 05:50:08,control,0
USR_10191,2026-06-01 05:50:28,treatment,0
USR_15779,2026-06-01 05:51:42,treatment,0
USR_02659,2026-06-01 05:51:58,control,0
USR_19622,2026-06-01 05:52:11,control,0
USR_12338,2026-06-01 05:52:30,control,0
USR_07789,2026-06-01 05:54:01,treatment,0
USR_08990,2026-06-01 05:56:34,treatment,0
USR_07991,2026-06-01 05:57:00,control,0
USR_08365,2026-06-01 05:58:07,treatment,0
USR_06053,2026-06-01 05:58:28,treatment,0
USR_16431,2026-06-01 06:02:30,control,0
USR_02711,2026-06-01 06:02:35,treatment,0
USR_08705,2026-06-01 06:03:01,treatment,0
USR_14772,2026-06-01 06:05:40,control,0
USR_03418,2026-06-01 06:06:04,treatment,0
USR_02106,2026-06-01 06:06:53,control,0
USR_09176,2026-06-01 06:07:53,control,0
USR_12863,2026-06-01 06:11:04,treatment,0
USR_10940,2026-06-01 06:11:37,control,0
USR_19772,2026-06-01 06:11:52,control,0
USR_01966,2026-06-01 06:12:35,control,0
USR_13634,2026-06-01 06:13:08,control,0
USR_19238,2026-06-01 06:13:08,treatment,0
USR_04737,2026-06-01 06:13:26,treatment,0
USR_05332,2026-06-01 06:13:45,control,0
USR_04541,2026-06-01 06:16:07,control,0
USR_16190,2026-06-01 06:16:31,treatment,0
USR_06286,2026-06-01 06:16:57,treatment,0
USR_03956,2026-06-01 06:17:22,control,0
USR_09201,2026-06-01 06:18:01,treatment,0
USR_12603,2026-06-01 06:18:21,treatment,0
USR_08788,2026-06-01 06:18:30,treatment,0
USR_06638,2026-06-01 06:18:40,treatment,0
USR_14676,2026-06-01 06:21:11,treatment,0
USR_03309,2026-06-01 06:21:11,treatment,0
USR_05455,2026-06-01 06:21:19,control,0
USR_12304,2026-06-01 06:21:41,treatment,0
USR_04800,2026-06-01 06:22:49,control,0
USR_18554,2026-06-01 06:22:54,treatment,0
USR_18085,2026-06-01 06:22:55,control,0
USR_13622,2026-06-01 06:24:14,treatment,1
USR_17910,2026-06-01 06:24:19,control,0
USR_18887,2026-06-01 06:25:18,treatment,0
USR_14448,2026-06-01 06:28:09,control,0
USR_09562,2026-06-01 06:29:07,control,0
USR_05729,2026-06-01 06:31:13,control,1
USR_03704,2026-06-01 06:33:04,control,0
USR_14900,2026-06-01 06:33:33,control,0
USR_01311,2026-06-01 06:34:30,control,0
USR_00744,2026-06-01 06:36:39,treatment,0
USR_13199,2026-06-01 06:36:42,control,0
USR_09401,2026-06-01 06:37:03,control,0
USR_17308,2026-06-01 06:38:29,treatment,0
USR_11860,2026-06-01 06:40:54,control,0
USR_12910,2026-06-01 06:41:47,control,0
USR_09491,2026-06-01 06:42:09,control,0
USR_18230,2026-06-01 06:43:52,control,1
USR_08513,2026-06-01 06:44:45,treatment,0
USR_01983,2026-06-01 06:44:50,treatment,0
USR_03888,2026-06-01 06:46:21,control,0
USR_14394,2026-06-01 06:46:24,treatment,0
USR_13578,2026-06-01 06:47:12,control,0
USR_18302,2026-06-01 06:49:12,control,0
USR_16415,2026-06-01 06:50:48,treatment,0
USR_02638,2026-06-01 06:51:26,control,0
USR_18889,2026-06-01 06:52:09,treatment,0
USR_07408,2026-06-01 06:52:39,treatment,1
USR_00352,2026-06-01 06:52:39,treatment,0
USR_16550,2026-06-01 06:53:56,control,0
USR_12878,2026-06-01 06:56:10,control,0
USR_09506,2026-06-01 06:56:27,treatment,0
USR_18634,2026-06-01 06:56:36,treatment,1
USR_03486,2026-06-01 06:58:37,control,0
USR_17011,2026-06-01 07:01:40,treatment,0
USR_08584,2026-06-01 07:01:50,treatment,0
USR_02910,2026-06-01 07:01:55,treatment,0
USR_11531,2026-06-01 07:03:07,control,0
USR_00312,2026-06-01 07:03:57,control,0
USR_18519,2026-06-01 07:04:03,treatment,0
USR_01003,2026-06-01 07:04:11,treatment,0
USR_13022,2026-06-01 07:06:38,treatment,0
USR_04015,2026-06-01 07:06:45,treatment,0
USR_09092,2026-06-01 07:06:48,treatment,0
USR_04147,2026-06-01 07:06:59,control,0
USR_09639,2026-06-01 07:08:05,treatment,1
USR_03026,2026-06-01 07:08:56,control,0
USR_10907,2026-06-01 07:09:45,treatment,0
USR_14665,2026-06-01 07:10:09,control,0
USR_14942,2026-06-01 07:10:29,treatment,0
USR_02435,2026-06-01 07:10:48,control,0
USR_06576,2026-06-01 07:11:17,treatment,0
USR_05662,2026-06-01 07:11:56,treatment,0
USR_13953,2026-06-01 07:12:07,treatment,0
USR_10336,2026-06-01 07:13:13,control,0
USR_04340,2026-06-01 07:14:45,control,0
USR_10017,2026-06-01 07:15:56,control,1
USR_19598,2026-06-01 07:16:27,control,0
USR_19469,2026-06-01 07:16:35,control,0
USR_06145,2026-06-01 07:16:56,treatment,0
USR_16070,2026-06-01 07:17:59,control,0
USR_16607,2026-06-01 07:23:48,control,0
USR_13618,2026-06-01 07:23:51,control,0
USR_12857,2026-06-01 07:24:14,control,0
USR_08334,2026-06-01 07:27:21,treatment,0
USR_01115,2026-06-01 07:27:57,control,0
USR_02045,2026-06-01 07:28:40,control,0
USR_13417,2026-06-01 07:29:59,treatment,0
USR_17239,2026-06-01 07:29:59,treatment,0
USR_00413,2026-06-01 07:31:48,control,0
USR_15699,2026-06-01 07:32:20,treatment,0
USR_07951,2026-06-01 07:34:37,control,0
USR_07258,2026-06-01 07:35:37,control,0
USR_05574,2026-06-01 07:37:22,control,0
USR_05876,2026-06-01 07:37:30,control,0
USR_08587,2026-06-01 07:37:56,control,0
USR_03436,2026-06-01 07:38:21,treatment,0
USR_12217,2026-06-01 07:38:22,control,0
USR_13573,2026-06-01 07:39:01,treatment,0
USR_01028,2026-06-01 07:40:05,treatment,0
USR_08771,2026-06-01 07:40:31,control,0
USR_19554,2026-06-01 07:41:22,control,0
USR_03909,2026-06-01 07:41:23,control,0
USR_09871,2026-06-01 07:42:29,treatment,0
USR_10738,2026-06-01 07:42:43,control,0
USR_08281,2026-06-01 07:43:00,treatment,0
USR_17580,2026-06-01 07:43:18,treatment,0
USR_04111,2026-06-01 07:44:41,treatment,0
USR_12021,2026-06-01 07:46:20,control,0
USR_16331,2026-06-01 07:47:06,control,0
USR_15902,2026-06-01 07:47:19,control,0
USR_10127,2026-06-01 07:47:20,treatment,0
USR_01226,2026-06-01 07:51:19,treatment,0
USR_13434,2026-06-01 07:51:33,treatment,0
USR_16963,2026-06-01 07:52:17,treatment,0
USR_00645,2026-06-01 07:52:21,control,0
USR_11125,2026-06-01 07:52:37,control,0
USR_01005,2026-06-01 07:52:49,control,0
USR_19112,2026-06-01 07:53:08,control,0
USR_14428,2026-06-01 07:53:09,treatment,0
USR_16835,2026-06-01 07:53:41,treatment,0
USR_18426,2026-06-01 07:54:19,treatment,0
USR_04701,2026-06-01 07:54:22,treatment,0
USR_10616,2026-06-01 07:54:25,treatment,0
USR_02460,2026-06-01 07:56:52,treatment,0
USR_14796,2026-06-01 07:57:26,control,0
USR_19134,2026-06-01 07:58:03,treatment,0
USR_01959,2026-06-01 07:58:21,treatment,0
USR_03577,2026-06-01 07:59:44,treatment,0
USR_13051,2026-06-01 08:00:20,control,0
USR_01799,2026-06-01 08:02:12,control,0
USR_08130,2026-06-01 08:02:37,control,0
USR_16071,2026-06-01 08:02:45,treatment,0
USR_11391,2026-06-01 08:03:49,treatment,0
USR_18537,2026-06-01 08:04:11,treatment,0
USR_13250,2026-06-01 08:05:05,treatment,0
USR_11124,2026-06-01 08:05:53,treatment,1
USR_10629,2026-06-01 08:06:11,control,0
USR_12076,2026-06-01 08:07:03,control,0
USR_14985,2026-06-01 08:09:46,control,0
USR_14677,2026-06-01 08:09:58,control,0
USR_14082,2026-06-01 08:10:15,treatment,0
USR_12280,2026-06-01 08:12:43,treatment,0
USR_12367,2026-06-01 08:12:43,treatment,0
USR_03785,2026-06-01 08:13:18,treatment,1
USR_03995,2026-06-01 08:13:41,treatment,0
USR_14539,2026-06-01 08:16:36,treatment,1
USR_03065,2026-06-01 08:16:57,treatment,0
USR_18463,2026-06-01 08:18:19,control,0
USR_13179,2026-06-01 08:19:03,control,0
USR_17492,2026-06-01 08:21:29,control,0
USR_09816,2026-06-01 08:21:58,treatment,0
USR_01511,2026-06-01 08:22:25,control,0
USR_16761,2026-06-01 08:23:27,treatment,0
USR_08693,2026-06-01 08:23:34,control,0
USR_07934,2026-06-01 08:25:42,treatment,0
USR_01474,2026-06-01 08:26:51,treatment,0
USR_15334,2026-06-01 08:28:24,treatment,1
USR_16804,2026-06-01 08:29:04,treatment,0
USR_00182,2026-06-01 08:30:57,control,0
USR_07441,2026-06-01 08:33:06,control,0
USR_05507,2026-06-01 08:33:13,control,0
USR_13560,2026-06-01 08:33:45,treatment,0
USR_13958,2026-06-01 08:34:57,treatment,0
USR_08781,2026-06-01 08:35:00,control,0
USR_15565,2026-06-01 08:37:07,control,0
USR_05854,2026-06-01 08:38:27,control,0
USR_13339,2026-06-01 08:38:55,control,0
USR_09182,2026-06-01 08:39:03,treatment,0
USR_14795,2026-06-01 08:40:44,control,0
USR_02043,2026-06-01 08:42:05,treatment,0
USR_11298,2026-06-01 08:42:43,treatment,0
USR_17166,2026-06-01 08:44:04,control,0
USR_07865,2026-06-01 08:47:29,control,0
USR_07817,2026-06-01 08:48:33,treatment,0
USR_03643,2026-06-01 08:48:45,treatment,0
USR_08381,2026-06-01 08:49:52,treatment,0
USR_06009,2026-06-01 08:52:15,control,0
USR_03652,2026-06-01 08:53:55,treatment,0
USR_06568,2026-06-01 08:56:49,control,0
USR_10721,2026-06-01 08:56:52,treatment,0
USR_12673,2026-06-01 08:59:38,treatment,0
USR_18796,2026-06-01 08:59:58,control,0
USR_17635,2026-06-01 09:00:12,treatment,0
USR_02054,2026-06-01 09:03:31,control,0
USR_00813,2026-06-01 09:04:41,treatment,0
USR_01894,2026-06-01 09:05:20,treatment,0
USR_06517,2026-06-01 09:05:32,treatment,0
USR_01603,2026-06-01 09:06:44,treatment,0
USR_08809,2026-06-01 09:07:48,treatment,1
USR_05104,2026-06-01 09:10:49,treatment,1
USR_05959,2026-06-01 09:12:41,treatment,0
USR_01029,2026-06-01 09:16:24,treatment,0
USR_03695,2026-06-01 09:16:39,control,1
USR_15859,2026-06-01 09:17:16,control,0
USR_01154,2026-06-01 09:18:05,treatment,0
USR_09963,2026-06-01 09:18:30,treatment,0
USR_01826,2026-06-01 09:18:36,treatment,0
USR_13824,2026-06-01 09:19:23,control,0
USR_00466,2026-06-01 09:19:48,control,1
USR_19093,2026-06-01 09:22:23,control,0
USR_17107,2026-06-01 09:25:23,control,0
USR_10205,2026-06-01 09:25:34,treatment,0
USR_14743,2026-06-01 09:28:48,treatment,0
USR_19054,2026-06-01 09:29:39,treatment,0
USR_08507,2026-06-01 09:31:36,treatment,0
USR_15960,2026-06-01 09:32:21,control,0
USR_19414,2026-06-01 09:32:49,treatment,0
USR_11745,2026-06-01 09:33:08,control,0
